0.000000000000000000e+00,2.695347935526769767e+00
2.500000000000000052e-03,2.786262349549488260e+00
5.000000000000000104e-03,2.533109892523587980e+00
7.499999999999999722e-03,1.939250456860694083e+00
1.000000000000000021e-02,2.390942424552946921e+00
1.250000000000000069e-02,3.048523455999074816e+00
1.499999999999999944e-02,2.382440601809416414e+00
1.750000000000000167e-02,1.756188002472909071e+00
2.000000000000000042e-02,2.219518088955517943e+00
2.249999999999999917e-02,3.180058838811676392e+00
2.500000000000000139e-02,2.540211488287199781e+00
2.750000000000000014e-02,1.650150636207234456e+00
2.999999999999999889e-02,2.404072998483619994e+00
3.250000000000000111e-02,2.698773874915480153e+00
3.500000000000000333e-02,2.566669736967601256e+00
3.749999999999999861e-02,1.679672944243267851e+00
4.000000000000000083e-02,2.663749204208021748e+00
4.250000000000000305e-02,3.089415475698444880e+00
4.499999999999999833e-02,2.324402458421424900e+00
4.750000000000000056e-02,1.659262443890905159e+00
5.000000000000000278e-02,2.531193294774443991e+00
5.249999999999999806e-02,2.827581992143592959e+00
5.500000000000000028e-02,2.560376498147130420e+00
5.750000000000000250e-02,1.864454486916448772e+00
5.999999999999999778e-02,2.557432778950783359e+00
6.250000000000000000e-02,2.907901048686408085e+00
6.500000000000000222e-02,2.724628971037799552e+00
6.750000000000000444e-02,1.836864466668991280e+00
7.000000000000000666e-02,2.704376925636388318e+00
7.249999999999999500e-02,3.006540564259186699e+00
7.499999999999999722e-02,2.573158785240402757e+00
7.749999999999999944e-02,1.885503240508586531e+00
8.000000000000000167e-02,2.564896685439545632e+00
8.250000000000000389e-02,3.242705852500470609e+00
8.500000000000000611e-02,2.398758797845123247e+00
8.750000000000000833e-02,2.205609441318755692e+00
8.999999999999999667e-02,2.419202343602924188e+00
9.249999999999999889e-02,3.181013533441375163e+00
9.500000000000000111e-02,2.704469379647328697e+00
9.750000000000000333e-02,2.194738384494894667e+00
1.000000000000000056e-01,2.366343819581325114e+00
1.025000000000000078e-01,2.993289255364886881e+00
1.049999999999999961e-01,2.246999720195116623e+00
1.074999999999999983e-01,2.048356827809518776e+00
1.100000000000000006e-01,2.775287829131809048e+00
1.125000000000000028e-01,3.009296145727623717e+00
1.150000000000000050e-01,2.268421519126261998e+00
1.174999999999999933e-01,1.936721562157318610e+00
1.199999999999999956e-01,2.334998735050022312e+00
1.224999999999999978e-01,3.268151853912353744e+00
1.250000000000000000e-01,2.584604597413469929e+00
1.275000000000000022e-01,1.780333746034189479e+00
1.300000000000000044e-01,2.654088434878502767e+00
1.325000000000000067e-01,2.688110233046280051e+00
1.350000000000000089e-01,2.337260610861743082e+00
1.375000000000000111e-01,2.236556830272341312e+00
1.400000000000000133e-01,2.622383833097144734e+00
1.425000000000000155e-01,3.047443844130068413e+00
1.449999999999999900e-01,2.302618934003364703e+00
1.474999999999999922e-01,1.879001873868279215e+00
1.499999999999999944e-01,2.434835284968969393e+00
1.524999999999999967e-01,2.781776648520330131e+00
1.549999999999999989e-01,2.568859837216151298e+00
1.575000000000000011e-01,2.075471803130955806e+00
1.600000000000000033e-01,2.593693992658407499e+00
1.625000000000000056e-01,3.072533592701051752e+00
1.650000000000000078e-01,2.475720707694696987e+00
1.675000000000000100e-01,2.102665359331179928e+00
1.700000000000000122e-01,2.645429790401081060e+00
1.725000000000000144e-01,2.775918242987787998e+00
1.750000000000000167e-01,2.424708746783039715e+00
1.774999999999999911e-01,1.550627616452052493e+00
1.799999999999999933e-01,2.539438964974019886e+00
1.824999999999999956e-01,3.078416182441863658e+00
1.849999999999999978e-01,2.499707557939926161e+00
1.875000000000000000e-01,1.976439433701144166e+00
1.900000000000000022e-01,2.489391294952575606e+00
1.925000000000000044e-01,3.099903168887370164e+00
1.950000000000000067e-01,2.672653487586055920e+00
1.975000000000000089e-01,1.968287394343226193e+00
2.000000000000000111e-01,2.162567521005203552e+00
2.025000000000000133e-01,2.938410852724979705e+00
2.050000000000000155e-01,2.492236951089139119e+00
2.075000000000000178e-01,1.810684268452428913e+00
2.099999999999999922e-01,2.278967460792210797e+00
2.124999999999999944e-01,2.932602831886334638e+00
2.149999999999999967e-01,2.734590360186189173e+00
2.174999999999999989e-01,2.269080753434239650e+00
2.200000000000000011e-01,2.840686545460069823e+00
2.225000000000000033e-01,3.265181169718327947e+00
2.250000000000000056e-01,2.498084265737626986e+00
2.275000000000000078e-01,2.219563099296805841e+00
2.300000000000000100e-01,2.567001447169379169e+00
2.325000000000000122e-01,2.804258284220384922e+00
2.349999999999999867e-01,2.520312352651347343e+00
2.374999999999999889e-01,2.002612275775500716e+00
2.399999999999999911e-01,2.623419455660098265e+00
2.424999999999999933e-01,2.917812319157358392e+00
2.449999999999999956e-01,2.839509997107992678e+00
2.474999999999999978e-01,1.736570147612574333e+00
2.500000000000000000e-01,2.485753149559299935e+00
2.525000000000000022e-01,2.838270519805689673e+00
2.550000000000000044e-01,2.553034270714354292e+00
2.575000000000000067e-01,1.671674376222217706e+00
2.600000000000000089e-01,2.621927797739773691e+00
2.625000000000000111e-01,3.282497715933155646e+00
2.650000000000000133e-01,2.618627400916158532e+00
2.675000000000000155e-01,2.144489064329730965e+00
2.700000000000000178e-01,2.360695411383335163e+00
2.725000000000000200e-01,3.188473883403353248e+00
2.750000000000000222e-01,2.561489527657600629e+00
2.775000000000000244e-01,2.006621996983244838e+00
2.800000000000000266e-01,2.463658374504058113e+00
2.825000000000000289e-01,3.265100032428286170e+00
2.850000000000000311e-01,2.472517326288342421e+00
2.875000000000000333e-01,1.812855390409988665e+00
2.899999999999999800e-01,2.480056909497970974e+00
2.924999999999999822e-01,3.091265937026733468e+00
2.949999999999999845e-01,2.334886493513757433e+00
2.974999999999999867e-01,2.039154055465561388e+00
2.999999999999999889e-01,2.736673444725148396e+00
3.024999999999999911e-01,3.052913399093109881e+00
3.049999999999999933e-01,2.531940299233975455e+00
3.074999999999999956e-01,1.700618232510176187e+00
3.099999999999999978e-01,2.724252604796727262e+00
3.125000000000000000e-01,3.001440961653833561e+00
3.150000000000000022e-01,2.546816866277693325e+00
3.175000000000000044e-01,1.949367225521984937e+00
3.200000000000000067e-01,2.587149722699253918e+00
3.225000000000000089e-01,2.869245374677835692e+00
3.250000000000000111e-01,2.338121556348308427e+00
3.275000000000000133e-01,2.009252457263047464e+00
3.300000000000000155e-01,2.515872455531312557e+00
3.325000000000000178e-01,3.068554032854816871e+00
3.350000000000000200e-01,2.353441364774105704e+00
3.375000000000000222e-01,2.101489871799307796e+00
3.400000000000000244e-01,2.261782084515415292e+00
3.425000000000000266e-01,2.885294351035796456e+00
3.450000000000000289e-01,2.648416954299306347e+00
3.475000000000000311e-01,1.944161139567629260e+00
3.500000000000000333e-01,2.639240109296476788e+00
3.524999999999999800e-01,3.155406010200020095e+00
3.549999999999999822e-01,2.687799335646392063e+00
3.574999999999999845e-01,2.052566400824910264e+00
3.599999999999999867e-01,2.768530798713739305e+00
3.624999999999999889e-01,2.986254382033907806e+00
3.649999999999999911e-01,2.326930163789728390e+00
3.674999999999999933e-01,1.772854507260453127e+00
3.699999999999999956e-01,2.746682543447264813e+00
3.724999999999999978e-01,2.784638789054270980e+00
3.750000000000000000e-01,2.617557967595216084e+00
3.775000000000000022e-01,1.634958787883084463e+00
3.800000000000000044e-01,2.386802438013511996e+00
3.825000000000000067e-01,3.010309954395435472e+00
3.850000000000000089e-01,2.696085152860163703e+00
3.875000000000000111e-01,1.812138700185803142e+00
3.900000000000000133e-01,2.603644278818401325e+00
3.925000000000000155e-01,2.860294914003216782e+00
3.950000000000000178e-01,2.386152980014833336e+00
3.975000000000000200e-01,2.183427691940433402e+00
4.000000000000000222e-01,2.672466010308796491e+00
4.025000000000000244e-01,3.256412695823761361e+00
4.050000000000000266e-01,2.591003463629507397e+00
4.075000000000000289e-01,2.313863007358298862e+00
4.100000000000000311e-01,2.590509835094418012e+00
4.125000000000000333e-01,2.993922597826173870e+00
4.150000000000000355e-01,2.555449519502133171e+00
4.174999999999999822e-01,1.916320731167326930e+00
4.199999999999999845e-01,2.714929448069232532e+00
4.224999999999999867e-01,2.958814928568101355e+00
4.249999999999999889e-01,2.508246592465755764e+00
4.274999999999999911e-01,1.757691945060263938e+00
4.299999999999999933e-01,2.678397214271050153e+00
4.324999999999999956e-01,3.053311880930855704e+00
4.349999999999999978e-01,2.793998211807377618e+00
4.375000000000000000e-01,1.923038321378210957e+00
4.400000000000000022e-01,2.563999578237556864e+00
4.425000000000000044e-01,2.800789255893067153e+00
4.450000000000000067e-01,2.395351731007965057e+00
4.475000000000000089e-01,1.984251729306729883e+00
4.500000000000000111e-01,2.567168820047982081e+00
4.525000000000000133e-01,2.903691124759415487e+00
4.550000000000000155e-01,2.532483478148010558e+00
4.575000000000000178e-01,2.301300158136450946e+00
4.600000000000000200e-01,2.705138276495463678e+00
4.625000000000000222e-01,3.166733810568279406e+00
4.650000000000000244e-01,2.086300819260766382e+00
4.675000000000000266e-01,2.017471318527580770e+00
4.699999999999999734e-01,2.738265985193147234e+00
4.724999999999999756e-01,2.982891301132679196e+00
4.749999999999999778e-01,2.577441285728199638e+00
4.774999999999999800e-01,2.183506471902211032e+00
4.799999999999999822e-01,2.393175187026461703e+00
4.824999999999999845e-01,2.968218219730285767e+00
4.849999999999999867e-01,2.675629353503346852e+00
4.874999999999999889e-01,2.132579541194153272e+00
4.899999999999999911e-01,2.268636367279167398e+00
4.924999999999999933e-01,3.218162687248472320e+00
4.949999999999999956e-01,2.508621878435885133e+00
4.974999999999999978e-01,1.950713105763926647e+00
5.000000000000000000e-01,2.547844429380812237e+00
5.025000000000000577e-01,2.944462844896100329e+00
5.050000000000000044e-01,2.395928376472497234e+00
5.075000000000000622e-01,2.206788310983763601e+00
5.100000000000000089e-01,2.681518838819216377e+00
5.124999999999999556e-01,3.169055563489914906e+00
5.150000000000000133e-01,2.270021265108267627e+00
5.174999999999999600e-01,2.096177224188702226e+00
5.200000000000000178e-01,2.248981318429907894e+00
5.224999999999999645e-01,3.188738675074545004e+00
5.250000000000000222e-01,2.626699174901716116e+00
5.274999999999999689e-01,2.235950387659817018e+00
5.300000000000000266e-01,2.388952048517558602e+00
5.324999999999999734e-01,3.061450638509379374e+00
5.350000000000000311e-01,2.382118214755497121e+00
5.374999999999999778e-01,1.899267876881225892e+00
5.400000000000000355e-01,2.160544028670196237e+00
5.424999999999999822e-01,2.748590204788533775e+00
5.450000000000000400e-01,2.420980585904522364e+00
5.474999999999999867e-01,2.130174750337508804e+00
5.500000000000000444e-01,2.535303788833774608e+00
5.524999999999999911e-01,2.836681355490821677e+00
5.550000000000000488e-01,2.563943550707335817e+00
5.574999999999999956e-01,1.912707718797041823e+00
5.600000000000000533e-01,2.593844503625959419e+00
5.625000000000000000e-01,3.046000545086105848e+00
5.650000000000000577e-01,2.724328200217841278e+00
5.675000000000000044e-01,2.002403570389446497e+00
5.700000000000000622e-01,2.314787431970305676e+00
5.725000000000000089e-01,2.943056393582082819e+00
5.750000000000000666e-01,2.321676536681891889e+00
5.775000000000000133e-01,2.072925155024605282e+00
5.799999999999999600e-01,2.566957128992715553e+00
5.825000000000000178e-01,2.744967179679803859e+00
5.849999999999999645e-01,2.244488091175571576e+00
5.875000000000000222e-01,2.183186384518909673e+00
5.899999999999999689e-01,2.770694374217960831e+00
5.925000000000000266e-01,3.334864769572435161e+00
5.949999999999999734e-01,2.561542553074373618e+00
5.975000000000000311e-01,1.941878083425143231e+00
5.999999999999999778e-01,2.529734376474880975e+00
6.025000000000000355e-01,3.012824794280910101e+00
6.049999999999999822e-01,2.665316960461870721e+00
6.075000000000000400e-01,1.821554948245700523e+00
6.099999999999999867e-01,2.408635998656353028e+00
6.125000000000000444e-01,2.872064049336397584e+00
